anon_instance_id,category,phase,n_successes,n_attempts,success_rate,infra_failure_count
TRN-3E5C6EB2CC825D66,A,repair_sft,2,4,0.5,0
TRN-3E7524E66FF9DEC3,A,base,1,4,0.25,
TRN-3E7524E66FF9DEC3,A,initial_rl,0,4,0.0,0
TRN-3E7524E66FF9DEC3,A,repair_sft,0,4,0.0,0
TRN-3F0E1D72DF2E873B,A,base,1,4,0.25,
TRN-3F0E1D72DF2E873B,A,initial_rl,0,4,0.0,0
TRN-3F0E1D72DF2E873B,A,repair_sft,2,4,0.5,0
TRN-3F883D1FE2AA1823,A,base,1,4,0.25,
TRN-3F883D1FE2AA1823,A,initial_rl,0,4,0.0,0
TRN-3F883D1FE2AA1823,A,repair_sft,2,4,0.5,0
TRN-3FB4D6C0E2C4EAF4,A,base,3,4,0.75,
TRN-3FB4D6C0E2C4EAF4,A,initial_rl,1,4,0.25,0
TRN-3FB4D6C0E2C4EAF4,A,repair_sft,2,4,0.5,0
TRN-419FC1E7933C6A24,A,base,3,4,0.75,
TRN-419FC1E7933C6A24,A,initial_rl,3,4,0.75,0
TRN-419FC1E7933C6A24,A,repair_sft,4,4,1.0,0
TRN-42EFDE4D90D30B6F,A,base,1,4,0.25,
TRN-42EFDE4D90D30B6F,A,initial_rl,1,4,0.25,0
TRN-42EFDE4D90D30B6F,A,repair_sft,0,4,0.0,0
TRN-4325DED72BA2432C,A,base,3,4,0.75,
TRN-4325DED72BA2432C,A,initial_rl,1,4,0.25,0
TRN-4325DED72BA2432C,A,repair_sft,3,4,0.75,0
TRN-437271DE12B2DE05,A,base,2,4,0.5,
TRN-437271DE12B2DE05,A,initial_rl,3,4,0.75,0
TRN-437271DE12B2DE05,A,repair_sft,3,4,0.75,0
TRN-43860F4317A50399,A,base,3,4,0.75,
TRN-43860F4317A50399,A,initial_rl,4,4,1.0,0
TRN-43860F4317A50399,A,repair_sft,2,4,0.5,0
TRN-43A3489546D08E7A,A,base,1,4,0.25,
TRN-43A3489546D08E7A,A,initial_rl,3,4,0.75,0
TRN-43A3489546D08E7A,A,repair_sft,4,4,1.0,0
TRN-43C455BC4AB02975,A,base,2,4,0.5,
TRN-43C455BC4AB02975,A,initial_rl,1,4,0.25,0
TRN-43C455BC4AB02975,A,repair_sft,2,4,0.5,0
TRN-43D92ACB1660D6E2,A,base,2,4,0.5,
TRN-43D92ACB1660D6E2,A,initial_rl,2,4,0.5,0
TRN-43D92ACB1660D6E2,A,repair_sft,3,4,0.75,0
TRN-44444E8E02AD6E3A,A,base,2,4,0.5,
TRN-44444E8E02AD6E3A,A,initial_rl,3,4,0.75,0
TRN-44444E8E02AD6E3A,A,repair_sft,3,4,0.75,0
TRN-44725D5E3D1CEC41,A,base,1,4,0.25,
TRN-44725D5E3D1CEC41,A,initial_rl,4,4,1.0,0
TRN-44725D5E3D1CEC41,A,repair_sft,4,4,1.0,0
TRN-44A33FAF847990E1,A,base,2,4,0.5,
TRN-44A33FAF847990E1,A,initial_rl,3,4,0.75,0
TRN-44A33FAF847990E1,A,repair_sft,2,4,0.5,0
TRN-44F154A7841967E4,A,base,2,4,0.5,
TRN-44F154A7841967E4,A,initial_rl,2,4,0.5,0
TRN-44F154A7841967E4,A,repair_sft,3,4,0.75,0
TRN-45192E70F65E1120,A,base,1,4,0.25,
TRN-45192E70F65E1120,A,initial_rl,0,4,0.0,0
TRN-45192E70F65E1120,A,repair_sft,2,4,0.5,0
TRN-45F4BC9AB388EE27,A,base,2,4,0.5,
TRN-45F4BC9AB388EE27,A,initial_rl,4,4,1.0,0
TRN-45F4BC9AB388EE27,A,repair_sft,3,4,0.75,0
TRN-4624F7E540366C47,A,base,1,4,0.25,
TRN-4624F7E540366C47,A,initial_rl,2,4,0.5,0
TRN-4624F7E540366C47,A,repair_sft,1,4,0.25,0
TRN-462E0871654D8E79,A,base,1,4,0.25,
TRN-462E0871654D8E79,A,initial_rl,0,4,0.0,0
TRN-462E0871654D8E79,A,repair_sft,0,4,0.0,0
TRN-466BB9D8C198A9BB,A,base,1,4,0.25,
TRN-466BB9D8C198A9BB,A,initial_rl,4,4,1.0,0
TRN-466BB9D8C198A9BB,A,repair_sft,4,4,1.0,0
TRN-46ADFFA9AB32E624,A,base,1,4,0.25,
TRN-46ADFFA9AB32E624,A,initial_rl,3,4,0.75,0
TRN-46ADFFA9AB32E624,A,repair_sft,3,4,0.75,0
TRN-47D057257B51EC56,A,base,3,4,0.75,
TRN-47D057257B51EC56,A,initial_rl,4,4,1.0,0
TRN-47D057257B51EC56,A,repair_sft,4,4,1.0,0
TRN-47D746A47D6EDDB9,A,base,2,4,0.5,
TRN-47D746A47D6EDDB9,A,initial_rl,2,4,0.5,0
TRN-47D746A47D6EDDB9,A,repair_sft,3,4,0.75,0
TRN-48A0399C58DC7951,A,base,1,4,0.25,
TRN-48A0399C58DC7951,A,initial_rl,0,4,0.0,0
TRN-48A0399C58DC7951,A,repair_sft,0,4,0.0,0
TRN-4A5AF906C763065B,A,base,1,4,0.25,
TRN-4A5AF906C763065B,A,initial_rl,2,4,0.5,0
TRN-4A5AF906C763065B,A,repair_sft,2,4,0.5,0
TRN-4A733FDD63CF8548,A,base,2,4,0.5,
TRN-4A733FDD63CF8548,A,initial_rl,3,4,0.75,0
TRN-4A733FDD63CF8548,A,repair_sft,3,4,0.75,0
TRN-4BF7C370EE8DC7AD,A,base,3,4,0.75,
TRN-4BF7C370EE8DC7AD,A,initial_rl,4,4,1.0,0
TRN-4BF7C370EE8DC7AD,A,repair_sft,3,4,0.75,0
TRN-4DB52D62A20405AF,A,base,1,4,0.25,
TRN-4DB52D62A20405AF,A,initial_rl,4,4,1.0,0
TRN-4DB52D62A20405AF,A,repair_sft,4,4,1.0,0
TRN-4DDDFCA0100FCA89,A,base,3,4,0.75,
TRN-4DDDFCA0100FCA89,A,initial_rl,2,4,0.5,0
TRN-4DDDFCA0100FCA89,A,repair_sft,4,4,1.0,0
TRN-4E3E2CDCEFEE357C,A,base,1,4,0.25,
TRN-4E3E2CDCEFEE357C,A,initial_rl,4,4,1.0,0
TRN-4E3E2CDCEFEE357C,A,repair_sft,4,4,1.0,0
TRN-5084412AFECC2D65,A,base,3,4,0.75,
TRN-5084412AFECC2D65,A,initial_rl,3,4,0.75,0
TRN-5084412AFECC2D65,A,repair_sft,4,4,1.0,0
TRN-509E2F10DCC5A61B,A,base,1,4,0.25,
TRN-509E2F10DCC5A61B,A,initial_rl,3,4,0.75,0
TRN-509E2F10DCC5A61B,A,repair_sft,3,4,0.75,0
TRN-50FE4A72C23F3F86,A,base,1,4,0.25,
TRN-50FE4A72C23F3F86,A,initial_rl,3,4,0.75,0
TRN-50FE4A72C23F3F86,A,repair_sft,2,4,0.5,0
TRN-50FFA55227CBD027,A,base,0,4,0.0,
TRN-50FFA55227CBD027,A,initial_rl,0,4,0.0,0
TRN-50FFA55227CBD027,A,repair_sft,0,4,0.0,0
TRN-51063D8B35947FC5,A,base,2,4,0.5,
TRN-51063D8B35947FC5,A,initial_rl,4,4,1.0,0
TRN-51063D8B35947FC5,A,repair_sft,4,4,1.0,0
TRN-512FEF63E5C439E4,A,base,2,4,0.5,
TRN-512FEF63E5C439E4,A,initial_rl,4,4,1.0,0
TRN-512FEF63E5C439E4,A,repair_sft,3,4,0.75,0
TRN-51506C2C2C621B33,A,base,1,4,0.25,
TRN-51506C2C2C621B33,A,initial_rl,1,4,0.25,0
TRN-51506C2C2C621B33,A,repair_sft,0,4,0.0,0
TRN-51DD57DD8980AAF1,A,base,2,4,0.5,
TRN-51DD57DD8980AAF1,A,initial_rl,2,4,0.5,0
TRN-51DD57DD8980AAF1,A,repair_sft,4,4,1.0,0
TRN-5234E7EF97CA46FB,A,base,2,4,0.5,
TRN-5234E7EF97CA46FB,A,initial_rl,1,4,0.25,0
TRN-5234E7EF97CA46FB,A,repair_sft,3,4,0.75,0
TRN-526E4197D3959B07,A,base,2,4,0.5,
TRN-526E4197D3959B07,A,initial_rl,1,4,0.25,0
TRN-526E4197D3959B07,A,repair_sft,4,4,1.0,0
TRN-5316502D93C1A5EA,A,base,1,4,0.25,
TRN-5316502D93C1A5EA,A,initial_rl,3,4,0.75,0
TRN-5316502D93C1A5EA,A,repair_sft,3,4,0.75,0
TRN-533AB42E4F85F7C4,A,base,2,4,0.5,
TRN-533AB42E4F85F7C4,A,initial_rl,1,4,0.25,0
TRN-533AB42E4F85F7C4,A,repair_sft,3,4,0.75,0
TRN-5399E41EF3BF4DF2,A,base,2,4,0.5,
TRN-5399E41EF3BF4DF2,A,initial_rl,1,4,0.25,0
TRN-5399E41EF3BF4DF2,A,repair_sft,2,4,0.5,0
TRN-5487CA47DB1BA6C6,A,base,2,4,0.5,
TRN-5487CA47DB1BA6C6,A,initial_rl,3,4,0.75,0
TRN-5487CA47DB1BA6C6,A,repair_sft,3,4,0.75,0
TRN-5516A1CE332C0080,A,base,1,4,0.25,
TRN-5516A1CE332C0080,A,initial_rl,2,4,0.5,0
TRN-5516A1CE332C0080,A,repair_sft,4,4,1.0,0
TRN-555CE53D09CE9C76,A,base,2,4,0.5,
TRN-555CE53D09CE9C76,A,initial_rl,2,4,0.5,0
TRN-555CE53D09CE9C76,A,repair_sft,3,4,0.75,0
TRN-557ED1B5027DC8AD,A,base,2,4,0.5,
TRN-557ED1B5027DC8AD,A,initial_rl,0,4,0.0,1
TRN-557ED1B5027DC8AD,A,repair_sft,2,4,0.5,0
TRN-55947DBA66852C1E,A,base,2,4,0.5,
TRN-55947DBA66852C1E,A,initial_rl,0,4,0.0,0
TRN-55947DBA66852C1E,A,repair_sft,0,4,0.0,0
TRN-55BD463FE04F95E5,A,base,2,4,0.5,
TRN-55BD463FE04F95E5,A,initial_rl,1,4,0.25,0
TRN-55BD463FE04F95E5,A,repair_sft,1,4,0.25,0
TRN-560EDD43BF060CFE,A,base,0,4,0.0,
TRN-560EDD43BF060CFE,A,initial_rl,0,4,0.0,0
TRN-560EDD43BF060CFE,A,repair_sft,0,4,0.0,0
TRN-5634E27D1EC99D4A,A,base,2,4,0.5,
TRN-5634E27D1EC99D4A,A,initial_rl,4,4,1.0,0
TRN-5634E27D1EC99D4A,A,repair_sft,4,4,1.0,0
TRN-5670A5044A648692,A,base,2,4,0.5,
TRN-5670A5044A648692,A,initial_rl,0,4,0.0,0
TRN-5670A5044A648692,A,repair_sft,2,4,0.5,0
TRN-569D2F130D41BBB9,A,base,1,4,0.25,
TRN-569D2F130D41BBB9,A,initial_rl,1,4,0.25,0
TRN-569D2F130D41BBB9,A,repair_sft,1,4,0.25,0
TRN-57AD4525B27FA288,A,base,3,4,0.75,
TRN-57AD4525B27FA288,A,initial_rl,4,4,1.0,0
TRN-57AD4525B27FA288,A,repair_sft,4,4,1.0,0
TRN-582B84FF371DD36D,A,base,1,4,0.25,
TRN-582B84FF371DD36D,A,initial_rl,0,4,0.0,0
TRN-582B84FF371DD36D,A,repair_sft,1,4,0.25,0
TRN-58ED50B434E70E09,A,base,1,4,0.25,
TRN-58ED50B434E70E09,A,initial_rl,2,4,0.5,0
TRN-58ED50B434E70E09,A,repair_sft,2,4,0.5,0
TRN-596A2E87A8DEA819,A,base,1,4,0.25,
TRN-596A2E87A8DEA819,A,initial_rl,2,4,0.5,0
TRN-596A2E87A8DEA819,A,repair_sft,2,4,0.5,0
TRN-59BBA8FF646636BD,A,base,2,4,0.5,
TRN-59BBA8FF646636BD,A,initial_rl,3,4,0.75,0
TRN-59BBA8FF646636BD,A,repair_sft,3,4,0.75,0
TRN-5A67E19A88C2B58A,A,base,1,4,0.25,
TRN-5A67E19A88C2B58A,A,initial_rl,3,4,0.75,0
TRN-5A67E19A88C2B58A,A,repair_sft,1,4,0.25,0
TRN-5B1F8AA40990EE16,A,base,1,4,0.25,
TRN-5B1F8AA40990EE16,A,initial_rl,3,4,0.75,0
TRN-5B1F8AA40990EE16,A,repair_sft,1,4,0.25,0
TRN-5B3A27630E24FCFF,A,base,1,4,0.25,
TRN-5B3A27630E24FCFF,A,initial_rl,2,4,0.5,0
TRN-5B3A27630E24FCFF,A,repair_sft,1,4,0.25,0
TRN-5B9A9A328E8CBDA8,A,base,2,4,0.5,
TRN-5B9A9A328E8CBDA8,A,initial_rl,0,4,0.0,0
TRN-5B9A9A328E8CBDA8,A,repair_sft,2,4,0.5,0
TRN-5C8D62151068C670,A,base,2,4,0.5,
TRN-5C8D62151068C670,A,initial_rl,2,4,0.5,0
TRN-5C8D62151068C670,A,repair_sft,1,4,0.25,0
TRN-5CB6D61104F1DA6D,A,base,2,4,0.5,
TRN-5CB6D61104F1DA6D,A,initial_rl,2,4,0.5,0
TRN-5CB6D61104F1DA6D,A,repair_sft,2,4,0.5,0
TRN-5CF67C89BA2DC870,A,base,0,4,0.0,
TRN-5CF67C89BA2DC870,A,initial_rl,0,4,0.0,0
TRN-5CF67C89BA2DC870,A,repair_sft,0,4,0.0,0
TRN-5D79F5FEC551E598,A,base,1,4,0.25,
TRN-5D79F5FEC551E598,A,initial_rl,2,4,0.5,0
TRN-5D79F5FEC551E598,A,repair_sft,4,4,1.0,0
TRN-5DDAADD0B7C2C8D5,A,base,1,4,0.25,
TRN-5DDAADD0B7C2C8D5,A,initial_rl,0,4,0.0,0
TRN-5DDAADD0B7C2C8D5,A,repair_sft,2,4,0.5,0
TRN-5DE7FA78759E6A6C,A,base,2,4,0.5,
TRN-5DE7FA78759E6A6C,A,initial_rl,4,4,1.0,0
TRN-5DE7FA78759E6A6C,A,repair_sft,4,4,1.0,0
TRN-5EB9E27966FB1CF3,A,base,2,4,0.5,
TRN-5EB9E27966FB1CF3,A,initial_rl,3,4,0.75,0
TRN-5EB9E27966FB1CF3,A,repair_sft,3,4,0.75,0
TRN-5FB3E15519356DB2,A,base,1,4,0.25,
TRN-5FB3E15519356DB2,A,initial_rl,0,4,0.0,0
TRN-5FB3E15519356DB2,A,repair_sft,3,4,0.75,0
TRN-5FD717A1D643EFCA,A,base,1,4,0.25,
TRN-5FD717A1D643EFCA,A,initial_rl,2,4,0.5,0
TRN-5FD717A1D643EFCA,A,repair_sft,2,4,0.5,0
TRN-605DE85C1C654B77,A,base,1,4,0.25,
TRN-605DE85C1C654B77,A,initial_rl,2,4,0.5,0
TRN-605DE85C1C654B77,A,repair_sft,1,4,0.25,0
TRN-60E35A500032C427,A,base,1,4,0.25,
TRN-60E35A500032C427,A,initial_rl,4,4,1.0,0
TRN-60E35A500032C427,A,repair_sft,0,4,0.0,0
TRN-60E627128DB13ADA,A,base,1,4,0.25,
TRN-60E627128DB13ADA,A,initial_rl,0,4,0.0,0
TRN-60E627128DB13ADA,A,repair_sft,2,4,0.5,0
TRN-61869D3EE15AF625,A,base,1,4,0.25,
TRN-61869D3EE15AF625,A,initial_rl,1,4,0.25,0
TRN-61869D3EE15AF625,A,repair_sft,2,4,0.5,0
TRN-618B5065FBE91EDA,A,base,2,4,0.5,
TRN-618B5065FBE91EDA,A,initial_rl,4,4,1.0,0
TRN-618B5065FBE91EDA,A,repair_sft,4,4,1.0,0
TRN-61E8810E9160A7C7,A,base,2,4,0.5,
TRN-61E8810E9160A7C7,A,initial_rl,1,4,0.25,0
TRN-61E8810E9160A7C7,A,repair_sft,2,4,0.5,0
TRN-61EE647611FE5FB7,A,base,1,4,0.25,
TRN-61EE647611FE5FB7,A,initial_rl,1,4,0.25,0
TRN-61EE647611FE5FB7,A,repair_sft,4,4,1.0,0
TRN-62D719D130A03F79,A,base,1,4,0.25,
TRN-62D719D130A03F79,A,initial_rl,0,4,0.0,0
TRN-62D719D130A03F79,A,repair_sft,0,4,0.0,0
TRN-6361D41B103B9197,A,base,3,4,0.75,
TRN-6361D41B103B9197,A,initial_rl,1,4,0.25,0
TRN-6361D41B103B9197,A,repair_sft,4,4,1.0,0
TRN-6363F0B34BEDB787,A,base,2,4,0.5,
TRN-6363F0B34BEDB787,A,initial_rl,2,4,0.5,0
TRN-6363F0B34BEDB787,A,repair_sft,4,4,1.0,0
TRN-64545695C610111C,A,base,2,4,0.5,
TRN-64545695C610111C,A,initial_rl,4,4,1.0,0
TRN-64545695C610111C,A,repair_sft,3,4,0.75,0
TRN-6485CB17F711D26F,A,base,1,4,0.25,
TRN-6485CB17F711D26F,A,initial_rl,0,4,0.0,0
TRN-6485CB17F711D26F,A,repair_sft,1,4,0.25,0
TRN-64EAC9A9263E624E,A,base,2,4,0.5,
TRN-64EAC9A9263E624E,A,initial_rl,1,4,0.25,0
TRN-64EAC9A9263E624E,A,repair_sft,3,4,0.75,0
TRN-65DD4414E72A0C69,A,base,3,4,0.75,
TRN-65DD4414E72A0C69,A,initial_rl,2,4,0.5,0
TRN-65DD4414E72A0C69,A,repair_sft,4,4,1.0,0
TRN-65FE073EEA0154AE,A,base,1,4,0.25,
TRN-65FE073EEA0154AE,A,initial_rl,2,4,0.5,0
TRN-65FE073EEA0154AE,A,repair_sft,3,4,0.75,0
TRN-65FFE1FDB89ED306,A,base,2,4,0.5,
TRN-65FFE1FDB89ED306,A,initial_rl,4,4,1.0,0
TRN-65FFE1FDB89ED306,A,repair_sft,4,4,1.0,0
TRN-6690FA199629FF9C,A,base,2,4,0.5,
TRN-6690FA199629FF9C,A,initial_rl,1,4,0.25,0
TRN-6690FA199629FF9C,A,repair_sft,2,4,0.5,0
TRN-66C2EFE04836055F,A,base,1,4,0.25,
TRN-66C2EFE04836055F,A,initial_rl,4,4,1.0,0
TRN-66C2EFE04836055F,A,repair_sft,2,4,0.5,0
TRN-6792491473B606ED,A,base,1,4,0.25,
TRN-6792491473B606ED,A,initial_rl,2,4,0.5,0
TRN-6792491473B606ED,A,repair_sft,3,4,0.75,0
TRN-67F6A0120FDD1564,A,base,2,4,0.5,
TRN-67F6A0120FDD1564,A,initial_rl,0,4,0.0,0
TRN-67F6A0120FDD1564,A,repair_sft,0,4,0.0,0
TRN-687A3CD29B63683E,A,base,1,4,0.25,
TRN-687A3CD29B63683E,A,initial_rl,3,4,0.75,0
TRN-687A3CD29B63683E,A,repair_sft,4,4,1.0,0
TRN-6885522589BE6F40,A,base,2,4,0.5,
TRN-6885522589BE6F40,A,initial_rl,1,4,0.25,0
TRN-6885522589BE6F40,A,repair_sft,1,4,0.25,0
TRN-68EA183B71B509C8,A,base,2,4,0.5,
TRN-68EA183B71B509C8,A,initial_rl,1,4,0.25,0
TRN-68EA183B71B509C8,A,repair_sft,4,4,1.0,0
TRN-696B4832C7176A17,A,base,0,4,0.0,
TRN-696B4832C7176A17,A,initial_rl,0,4,0.0,0
TRN-696B4832C7176A17,A,repair_sft,1,4,0.25,0
TRN-6970598C13E4E3FE,A,base,1,4,0.25,
TRN-6970598C13E4E3FE,A,initial_rl,0,4,0.0,0
TRN-6970598C13E4E3FE,A,repair_sft,1,4,0.25,0
TRN-69707E3DE33CC455,A,base,2,4,0.5,
TRN-69707E3DE33CC455,A,initial_rl,3,4,0.75,0
TRN-69707E3DE33CC455,A,repair_sft,4,4,1.0,0
TRN-6A271F2DDA95381D,A,base,1,4,0.25,
TRN-6A271F2DDA95381D,A,initial_rl,2,4,0.5,0
TRN-6A271F2DDA95381D,A,repair_sft,3,4,0.75,0
TRN-6A2D797DC0CF54CA,A,base,0,4,0.0,
TRN-6A2D797DC0CF54CA,A,initial_rl,0,4,0.0,0
TRN-6A2D797DC0CF54CA,A,repair_sft,0,4,0.0,0
TRN-6A33F382A6BED8DE,A,base,2,4,0.5,
TRN-6A33F382A6BED8DE,A,initial_rl,4,4,1.0,0
TRN-6A33F382A6BED8DE,A,repair_sft,2,4,0.5,0
TRN-6AAE84984D6EF2CE,A,base,1,4,0.25,
TRN-6AAE84984D6EF2CE,A,initial_rl,2,4,0.5,0
TRN-6AAE84984D6EF2CE,A,repair_sft,0,4,0.0,0
TRN-6ACDF7F711E60A25,A,base,2,4,0.5,
TRN-6ACDF7F711E60A25,A,initial_rl,0,4,0.0,0
TRN-6ACDF7F711E60A25,A,repair_sft,2,4,0.5,0
TRN-6BA772185CBB7D68,A,base,2,4,0.5,
TRN-6BA772185CBB7D68,A,initial_rl,2,4,0.5,0
TRN-6BA772185CBB7D68,A,repair_sft,3,4,0.75,0
TRN-6BB0A767E79E2B9B,A,base,1,4,0.25,
TRN-6BB0A767E79E2B9B,A,initial_rl,0,4,0.0,0
TRN-6BB0A767E79E2B9B,A,repair_sft,0,4,0.0,0
TRN-6CA99CA66B0ABC01,A,base,1,4,0.25,
TRN-6CA99CA66B0ABC01,A,initial_rl,0,4,0.0,0
TRN-6CA99CA66B0ABC01,A,repair_sft,0,4,0.0,0
TRN-6CEF477C7FCBC4C0,A,base,2,4,0.5,
TRN-6CEF477C7FCBC4C0,A,initial_rl,1,4,0.25,0
TRN-6CEF477C7FCBC4C0,A,repair_sft,0,4,0.0,0
TRN-6D964F3573E11773,A,base,2,4,0.5,
TRN-6D964F3573E11773,A,initial_rl,4,4,1.0,0
TRN-6D964F3573E11773,A,repair_sft,4,4,1.0,0
TRN-6D98C8BAAF9E5C9C,A,base,2,4,0.5,
TRN-6D98C8BAAF9E5C9C,A,initial_rl,1,4,0.25,0
TRN-6D98C8BAAF9E5C9C,A,repair_sft,3,4,0.75,0
TRN-6DDB16040AE5454E,A,base,2,4,0.5,
TRN-6DDB16040AE5454E,A,initial_rl,4,4,1.0,0
TRN-6DDB16040AE5454E,A,repair_sft,4,4,1.0,0
TRN-6E24FEF9B71F1323,A,base,1,4,0.25,
TRN-6E24FEF9B71F1323,A,initial_rl,0,4,0.0,0
TRN-6E24FEF9B71F1323,A,repair_sft,1,4,0.25,0
TRN-6F141FC9A6B355AC,A,base,2,4,0.5,
TRN-6F141FC9A6B355AC,A,initial_rl,4,4,1.0,0
TRN-6F141FC9A6B355AC,A,repair_sft,0,4,0.0,0
TRN-6F565BA599B135B7,A,base,1,4,0.25,
TRN-6F565BA599B135B7,A,initial_rl,3,4,0.75,0
TRN-6F565BA599B135B7,A,repair_sft,3,4,0.75,0
TRN-6FAA766CEFDFA02C,A,base,2,4,0.5,
TRN-6FAA766CEFDFA02C,A,initial_rl,3,4,0.75,0
TRN-6FAA766CEFDFA02C,A,repair_sft,2,4,0.5,0
TRN-7010340C179CAF7D,A,base,1,4,0.25,
TRN-7010340C179CAF7D,A,initial_rl,0,4,0.0,0
TRN-7010340C179CAF7D,A,repair_sft,0,4,0.0,0
TRN-70C5F7157939531D,A,base,2,4,0.5,
TRN-70C5F7157939531D,A,initial_rl,3,4,0.75,0
TRN-70C5F7157939531D,A,repair_sft,3,4,0.75,0
TRN-70CDC746C026AB99,A,base,2,4,0.5,
TRN-70CDC746C026AB99,A,initial_rl,1,4,0.25,0
TRN-70CDC746C026AB99,A,repair_sft,2,4,0.5,0
TRN-712186B6A613BB62,A,base,1,4,0.25,
TRN-712186B6A613BB62,A,initial_rl,2,4,0.5,0
TRN-712186B6A613BB62,A,repair_sft,0,4,0.0,0
TRN-71BBD34E365FAA56,A,base,1,4,0.25,
TRN-71BBD34E365FAA56,A,initial_rl,0,4,0.0,0
TRN-71BBD34E365FAA56,A,repair_sft,1,4,0.25,0
TRN-71FD2FB833427C73,A,base,1,4,0.25,
TRN-71FD2FB833427C73,A,initial_rl,1,4,0.25,0
TRN-71FD2FB833427C73,A,repair_sft,1,4,0.25,0
TRN-724EA6045F79CD9B,A,base,2,4,0.5,
TRN-724EA6045F79CD9B,A,initial_rl,3,4,0.75,0
TRN-724EA6045F79CD9B,A,repair_sft,3,4,0.75,0
TRN-72594FD5DA257D05,A,base,2,4,0.5,
TRN-72594FD5DA257D05,A,initial_rl,3,4,0.75,0
TRN-72594FD5DA257D05,A,repair_sft,3,4,0.75,0
TRN-72691FD14F0A2F1E,A,base,1,4,0.25,
TRN-72691FD14F0A2F1E,A,initial_rl,3,4,0.75,0
TRN-72691FD14F0A2F1E,A,repair_sft,3,4,0.75,0
TRN-73A1EF8AF1B48060,A,base,3,4,0.75,
TRN-73A1EF8AF1B48060,A,initial_rl,2,4,0.5,0
TRN-73A1EF8AF1B48060,A,repair_sft,3,4,0.75,0
TRN-73D9BEA1DD45F896,A,base,1,4,0.25,
TRN-73D9BEA1DD45F896,A,initial_rl,0,4,0.0,0
TRN-73D9BEA1DD45F896,A,repair_sft,2,4,0.5,0
TRN-744A8FCBDB17D15E,A,base,1,4,0.25,
TRN-744A8FCBDB17D15E,A,initial_rl,0,4,0.0,0
TRN-744A8FCBDB17D15E,A,repair_sft,1,4,0.25,0
TRN-74888549B2347CB1,A,base,2,4,0.5,
TRN-74888549B2347CB1,A,initial_rl,2,4,0.5,0
TRN-74888549B2347CB1,A,repair_sft,3,4,0.75,0
TRN-754FF6BD7E4A12F2,A,base,2,4,0.5,
TRN-754FF6BD7E4A12F2,A,initial_rl,3,4,0.75,0
TRN-754FF6BD7E4A12F2,A,repair_sft,3,4,0.75,0
TRN-7587EC6ED711C6B5,A,base,2,4,0.5,
TRN-7587EC6ED711C6B5,A,initial_rl,1,4,0.25,0
TRN-7587EC6ED711C6B5,A,repair_sft,0,4,0.0,0
TRN-75D6609761D0E8CE,A,base,1,4,0.25,
TRN-75D6609761D0E8CE,A,initial_rl,3,4,0.75,0
TRN-75D6609761D0E8CE,A,repair_sft,4,4,1.0,0
TRN-75FCC497E170B528,A,base,1,4,0.25,
TRN-75FCC497E170B528,A,initial_rl,3,4,0.75,0
TRN-75FCC497E170B528,A,repair_sft,2,4,0.5,0
TRN-765FA506FDE081E1,A,base,2,4,0.5,
TRN-765FA506FDE081E1,A,initial_rl,2,4,0.5,0
TRN-765FA506FDE081E1,A,repair_sft,4,4,1.0,0
TRN-76ABDF016785D4E3,A,base,2,4,0.5,
TRN-76ABDF016785D4E3,A,initial_rl,1,4,0.25,0
TRN-76ABDF016785D4E3,A,repair_sft,3,4,0.75,0
TRN-7749943D3CD8E455,A,base,1,4,0.25,
TRN-7749943D3CD8E455,A,initial_rl,0,4,0.0,0
TRN-7749943D3CD8E455,A,repair_sft,1,4,0.25,0
TRN-77B3C0D3015B2125,A,base,1,4,0.25,
TRN-77B3C0D3015B2125,A,initial_rl,0,4,0.0,0
TRN-77B3C0D3015B2125,A,repair_sft,0,4,0.0,0
TRN-77C9C106AB368809,A,base,2,4,0.5,
TRN-77C9C106AB368809,A,initial_rl,3,4,0.75,0
TRN-77C9C106AB368809,A,repair_sft,2,4,0.5,0
TRN-77E4017FB81FF6A7,A,base,1,4,0.25,
TRN-77E4017FB81FF6A7,A,initial_rl,3,4,0.75,0
TRN-77E4017FB81FF6A7,A,repair_sft,3,4,0.75,0
TRN-7816D496F8C2121C,A,base,2,4,0.5,
TRN-7816D496F8C2121C,A,initial_rl,3,4,0.75,0
TRN-7816D496F8C2121C,A,repair_sft,3,4,0.75,0
TRN-78C2CB2A3150A3DE,A,base,1,4,0.25,
TRN-78C2CB2A3150A3DE,A,initial_rl,1,4,0.25,0
TRN-78C2CB2A3150A3DE,A,repair_sft,3,4,0.75,0
TRN-798DB4EE02DA52C1,A,base,1,4,0.25,
TRN-798DB4EE02DA52C1,A,initial_rl,4,4,1.0,0
TRN-798DB4EE02DA52C1,A,repair_sft,4,4,1.0,0
TRN-7AF61310E60736E3,A,base,1,4,0.25,
TRN-7AF61310E60736E3,A,initial_rl,1,4,0.25,0
TRN-7AF61310E60736E3,A,repair_sft,2,4,0.5,0
TRN-7AF709F8A0FEBA15,A,base,1,4,0.25,
TRN-7AF709F8A0FEBA15,A,initial_rl,1,4,0.25,0
TRN-7AF709F8A0FEBA15,A,repair_sft,1,4,0.25,0
TRN-7BCC1E2EBF59A0BF,A,base,1,4,0.25,
TRN-7BCC1E2EBF59A0BF,A,initial_rl,4,4,1.0,0
TRN-7BCC1E2EBF59A0BF,A,repair_sft,4,4,1.0,0
