anon_instance_id,category,phase,n_successes,n_attempts,success_rate,infra_failure_count
TRN-20AD8C3F40C6D4B5,C,repair_sft,2,4,0.5,0
TRN-20C612DCA7D03A9D,C,base,1,4,0.25,
TRN-20C612DCA7D03A9D,C,initial_rl,3,4,0.75,0
TRN-20C612DCA7D03A9D,C,repair_sft,4,4,1.0,0
TRN-21195DF8C0C1FC47,C,base,0,4,0.0,
TRN-21195DF8C0C1FC47,C,initial_rl,1,4,0.25,0
TRN-21195DF8C0C1FC47,C,repair_sft,0,4,0.0,0
TRN-216651349F274002,C,base,2,4,0.5,
TRN-216651349F274002,C,initial_rl,1,4,0.25,0
TRN-216651349F274002,C,repair_sft,0,4,0.0,0
TRN-218A9612006BDBE4,C,base,1,4,0.25,
TRN-218A9612006BDBE4,C,initial_rl,1,4,0.25,1
TRN-218A9612006BDBE4,C,repair_sft,2,4,0.5,0
TRN-21A69286AC98B453,C,base,2,4,0.5,
TRN-21A69286AC98B453,C,initial_rl,0,4,0.0,0
TRN-21A69286AC98B453,C,repair_sft,1,4,0.25,0
TRN-21FF51706FC59F52,C,base,0,4,0.0,
TRN-21FF51706FC59F52,C,initial_rl,1,4,0.25,0
TRN-21FF51706FC59F52,C,repair_sft,0,4,0.0,0
TRN-2201171670D0E79D,C,base,3,4,0.75,
TRN-2201171670D0E79D,C,initial_rl,1,4,0.25,0
TRN-2201171670D0E79D,C,repair_sft,3,4,0.75,0
TRN-22014EF936F0D889,C,base,2,4,0.5,
TRN-22014EF936F0D889,C,initial_rl,0,4,0.0,0
TRN-22014EF936F0D889,C,repair_sft,2,4,0.5,0
TRN-22285F9A1370AA6C,C,base,1,4,0.25,
TRN-22285F9A1370AA6C,C,initial_rl,2,4,0.5,0
TRN-22285F9A1370AA6C,C,repair_sft,4,4,1.0,0
TRN-2257D1FD71B0AF37,C,base,2,4,0.5,
TRN-2257D1FD71B0AF37,C,initial_rl,1,4,0.25,0
TRN-2257D1FD71B0AF37,C,repair_sft,1,4,0.25,0
TRN-226BAD5D5F6ABB6E,C,base,1,4,0.25,
TRN-226BAD5D5F6ABB6E,C,initial_rl,1,4,0.25,0
TRN-226BAD5D5F6ABB6E,C,repair_sft,2,4,0.5,0
TRN-2274AB20147A2D91,C,base,2,4,0.5,
TRN-2274AB20147A2D91,C,initial_rl,0,4,0.0,0
TRN-2274AB20147A2D91,C,repair_sft,1,4,0.25,0
TRN-233ED8A618B2DCB8,C,base,3,4,0.75,
TRN-233ED8A618B2DCB8,C,initial_rl,4,4,1.0,0
TRN-233ED8A618B2DCB8,C,repair_sft,2,4,0.5,0
TRN-23602E3E2F6493B2,C,base,1,4,0.25,
TRN-23602E3E2F6493B2,C,initial_rl,0,4,0.0,0
TRN-23602E3E2F6493B2,C,repair_sft,0,4,0.0,0
TRN-238AAC03225D18FE,C,base,0,4,0.0,
TRN-238AAC03225D18FE,C,initial_rl,1,4,0.25,0
TRN-238AAC03225D18FE,C,repair_sft,0,4,0.0,0
TRN-23A3276AE34357E7,C,base,2,4,0.5,
TRN-23A3276AE34357E7,C,initial_rl,4,4,1.0,0
TRN-23A3276AE34357E7,C,repair_sft,4,4,1.0,0
TRN-241E1D33E2BCEB89,C,base,2,4,0.5,
TRN-241E1D33E2BCEB89,C,initial_rl,4,4,1.0,0
TRN-241E1D33E2BCEB89,C,repair_sft,4,4,1.0,0
TRN-24AAB8E32915E168,C,base,1,4,0.25,
TRN-24AAB8E32915E168,C,initial_rl,1,4,0.25,0
TRN-24AAB8E32915E168,C,repair_sft,3,4,0.75,0
TRN-24D3B9BE4F1C8160,C,base,1,4,0.25,
TRN-24D3B9BE4F1C8160,C,initial_rl,0,4,0.0,0
TRN-24D3B9BE4F1C8160,C,repair_sft,1,4,0.25,0
TRN-25629FAC64145A0D,C,base,1,4,0.25,
TRN-25629FAC64145A0D,C,initial_rl,2,4,0.5,0
TRN-25629FAC64145A0D,C,repair_sft,3,4,0.75,0
TRN-2572C6F2C426912F,C,base,1,4,0.25,
TRN-2572C6F2C426912F,C,initial_rl,0,4,0.0,0
TRN-2572C6F2C426912F,C,repair_sft,0,4,0.0,0
TRN-258B4451F1F72BDD,C,base,0,4,0.0,
TRN-258B4451F1F72BDD,C,initial_rl,1,4,0.25,0
TRN-258B4451F1F72BDD,C,repair_sft,2,4,0.5,0
TRN-25A3B9D42D68EEBD,C,base,2,4,0.5,
TRN-25A3B9D42D68EEBD,C,initial_rl,0,4,0.0,0
TRN-25A3B9D42D68EEBD,C,repair_sft,0,4,0.0,0
TRN-25D6081797DA18CB,C,base,2,4,0.5,
TRN-25D6081797DA18CB,C,initial_rl,3,4,0.75,1
TRN-25D6081797DA18CB,C,repair_sft,4,4,1.0,0
TRN-25F22772A3871DB2,C,base,3,4,0.75,
TRN-25F22772A3871DB2,C,initial_rl,3,4,0.75,0
TRN-25F22772A3871DB2,C,repair_sft,4,4,1.0,0
TRN-25F47AD91189D3EC,C,base,2,4,0.5,
TRN-25F47AD91189D3EC,C,initial_rl,4,4,1.0,0
TRN-25F47AD91189D3EC,C,repair_sft,4,4,1.0,0
TRN-26047A7AFAC2455D,C,base,2,4,0.5,
TRN-26047A7AFAC2455D,C,initial_rl,2,4,0.5,0
TRN-26047A7AFAC2455D,C,repair_sft,2,4,0.5,0
TRN-260E91DE26D3D311,C,base,2,4,0.5,
TRN-260E91DE26D3D311,C,initial_rl,3,4,0.75,0
TRN-260E91DE26D3D311,C,repair_sft,3,4,0.75,0
TRN-2617535DCFFE1810,C,base,3,4,0.75,
TRN-2617535DCFFE1810,C,initial_rl,3,4,0.75,0
TRN-2617535DCFFE1810,C,repair_sft,2,4,0.5,0
TRN-26280288D8D4CAA9,C,base,2,4,0.5,
TRN-26280288D8D4CAA9,C,initial_rl,3,4,0.75,0
TRN-26280288D8D4CAA9,C,repair_sft,2,4,0.5,0
TRN-265731114D0E6BDF,C,base,2,4,0.5,
TRN-265731114D0E6BDF,C,initial_rl,3,4,0.75,0
TRN-265731114D0E6BDF,C,repair_sft,4,4,1.0,0
TRN-266913FFCAA1B48D,C,base,2,4,0.5,
TRN-266913FFCAA1B48D,C,initial_rl,3,4,0.75,0
TRN-266913FFCAA1B48D,C,repair_sft,1,4,0.25,0
TRN-268FE26505E85AA0,C,base,3,4,0.75,
TRN-268FE26505E85AA0,C,initial_rl,3,4,0.75,0
TRN-268FE26505E85AA0,C,repair_sft,0,4,0.0,0
TRN-26A5017D8C53DBAB,C,base,1,4,0.25,
TRN-26A5017D8C53DBAB,C,initial_rl,0,4,0.0,0
TRN-26A5017D8C53DBAB,C,repair_sft,1,4,0.25,0
TRN-26B4141431C14238,C,base,2,4,0.5,
TRN-26B4141431C14238,C,initial_rl,4,4,1.0,0
TRN-26B4141431C14238,C,repair_sft,4,4,1.0,0
TRN-26D6B89B743F6E80,C,base,2,4,0.5,
TRN-26D6B89B743F6E80,C,initial_rl,2,4,0.5,1
TRN-26D6B89B743F6E80,C,repair_sft,2,4,0.5,0
TRN-26EDCF5F9E369D98,C,base,2,4,0.5,
TRN-26EDCF5F9E369D98,C,initial_rl,2,4,0.5,0
TRN-26EDCF5F9E369D98,C,repair_sft,4,4,1.0,0
TRN-275E15B41BF210B0,C,base,2,4,0.5,
TRN-275E15B41BF210B0,C,initial_rl,2,4,0.5,0
TRN-275E15B41BF210B0,C,repair_sft,3,4,0.75,0
TRN-27602C9A121C0363,C,base,1,4,0.25,
TRN-27602C9A121C0363,C,initial_rl,3,4,0.75,0
TRN-27602C9A121C0363,C,repair_sft,3,4,0.75,0
TRN-279D842009A262D9,C,base,1,4,0.25,
TRN-279D842009A262D9,C,initial_rl,2,4,0.5,0
TRN-279D842009A262D9,C,repair_sft,0,4,0.0,0
TRN-27BFBF3946606437,C,base,0,4,0.0,
TRN-27BFBF3946606437,C,initial_rl,0,4,0.0,0
TRN-27BFBF3946606437,C,repair_sft,0,4,0.0,0
TRN-27D125019698B4AA,C,base,2,4,0.5,
TRN-27D125019698B4AA,C,initial_rl,1,4,0.25,0
TRN-27D125019698B4AA,C,repair_sft,3,4,0.75,0
TRN-28345C76E81DD9CA,C,base,1,4,0.25,
TRN-28345C76E81DD9CA,C,initial_rl,2,4,0.5,0
TRN-28345C76E81DD9CA,C,repair_sft,4,4,1.0,0
TRN-2856717292C1073C,C,base,2,4,0.5,
TRN-2856717292C1073C,C,initial_rl,4,4,1.0,0
TRN-2856717292C1073C,C,repair_sft,1,4,0.25,0
TRN-28674004999A9A79,C,base,1,4,0.25,
TRN-28674004999A9A79,C,initial_rl,2,4,0.5,0
TRN-28674004999A9A79,C,repair_sft,0,4,0.0,0
TRN-289FC662F27BEDA0,C,base,2,4,0.5,
TRN-289FC662F27BEDA0,C,initial_rl,1,4,0.25,0
TRN-289FC662F27BEDA0,C,repair_sft,1,4,0.25,0
TRN-28B7EAC536BBF8E2,C,base,1,4,0.25,
TRN-28B7EAC536BBF8E2,C,initial_rl,2,4,0.5,0
TRN-28B7EAC536BBF8E2,C,repair_sft,0,4,0.0,0
TRN-2929E6BE4002D4ED,C,base,2,4,0.5,
TRN-2929E6BE4002D4ED,C,initial_rl,1,4,0.25,0
TRN-2929E6BE4002D4ED,C,repair_sft,2,4,0.5,0
TRN-29421BA843847558,C,base,2,4,0.5,
TRN-29421BA843847558,C,initial_rl,1,4,0.25,0
TRN-29421BA843847558,C,repair_sft,3,4,0.75,0
TRN-29788E86081EDB28,C,base,1,4,0.25,
TRN-29788E86081EDB28,C,initial_rl,2,4,0.5,0
TRN-29788E86081EDB28,C,repair_sft,1,4,0.25,0
TRN-29D8AFC7AD64EADE,C,base,2,4,0.5,
TRN-29D8AFC7AD64EADE,C,initial_rl,1,4,0.25,0
TRN-29D8AFC7AD64EADE,C,repair_sft,2,4,0.5,0
TRN-29E87D508A470842,C,base,2,4,0.5,
TRN-29E87D508A470842,C,initial_rl,2,4,0.5,0
TRN-29E87D508A470842,C,repair_sft,1,4,0.25,0
TRN-2A409A4018F50148,C,base,0,4,0.0,
TRN-2A409A4018F50148,C,initial_rl,0,4,0.0,0
TRN-2A409A4018F50148,C,repair_sft,0,4,0.0,0
TRN-2A4B95A0BF5A12F7,C,base,1,4,0.25,
TRN-2A4B95A0BF5A12F7,C,initial_rl,0,4,0.0,0
TRN-2A4B95A0BF5A12F7,C,repair_sft,0,4,0.0,0
TRN-2A6BC1D7512DE704,C,base,2,4,0.5,
TRN-2A6BC1D7512DE704,C,initial_rl,4,4,1.0,0
TRN-2A6BC1D7512DE704,C,repair_sft,4,4,1.0,0
TRN-2A828B33494B51FF,C,base,2,4,0.5,
TRN-2A828B33494B51FF,C,initial_rl,4,4,1.0,0
TRN-2A828B33494B51FF,C,repair_sft,4,4,1.0,0
TRN-2A95EA48772B91BD,C,base,2,4,0.5,
TRN-2A95EA48772B91BD,C,initial_rl,0,4,0.0,0
TRN-2A95EA48772B91BD,C,repair_sft,0,4,0.0,0
TRN-2AB1E31972BB75FA,C,base,1,4,0.25,
TRN-2AB1E31972BB75FA,C,initial_rl,0,4,0.0,0
TRN-2AB1E31972BB75FA,C,repair_sft,2,4,0.5,0
TRN-2AF5747BDB487921,C,base,2,4,0.5,
TRN-2AF5747BDB487921,C,initial_rl,3,4,0.75,0
TRN-2AF5747BDB487921,C,repair_sft,4,4,1.0,0
TRN-2B061BF4802CBE46,C,base,0,4,0.0,
TRN-2B061BF4802CBE46,C,initial_rl,0,4,0.0,0
TRN-2B061BF4802CBE46,C,repair_sft,0,4,0.0,0
TRN-2B0D9B2769395ED0,C,base,1,4,0.25,
TRN-2B0D9B2769395ED0,C,initial_rl,1,4,0.25,0
TRN-2B0D9B2769395ED0,C,repair_sft,1,4,0.25,0
TRN-2B3C9E653F8D4102,C,base,1,4,0.25,
TRN-2B3C9E653F8D4102,C,initial_rl,2,4,0.5,0
TRN-2B3C9E653F8D4102,C,repair_sft,1,4,0.25,0
TRN-2B4614762B80CA0E,C,base,2,4,0.5,
TRN-2B4614762B80CA0E,C,initial_rl,0,4,0.0,0
TRN-2B4614762B80CA0E,C,repair_sft,0,4,0.0,0
TRN-2B4B99F0C8E9235B,C,base,1,4,0.25,
TRN-2B4B99F0C8E9235B,C,initial_rl,3,4,0.75,0
TRN-2B4B99F0C8E9235B,C,repair_sft,3,4,0.75,0
TRN-2B5F2E78D1247128,C,base,2,4,0.5,
TRN-2B5F2E78D1247128,C,initial_rl,3,4,0.75,0
TRN-2B5F2E78D1247128,C,repair_sft,3,4,0.75,0
TRN-2B7FA6C19C6F842E,C,base,2,4,0.5,
TRN-2B7FA6C19C6F842E,C,initial_rl,4,4,1.0,0
TRN-2B7FA6C19C6F842E,C,repair_sft,4,4,1.0,0
TRN-2BFB321BCA845E01,C,base,1,4,0.25,
TRN-2BFB321BCA845E01,C,initial_rl,1,4,0.25,0
TRN-2BFB321BCA845E01,C,repair_sft,2,4,0.5,0
TRN-2C55847CD521080D,C,base,1,4,0.25,
TRN-2C55847CD521080D,C,initial_rl,1,4,0.25,0
TRN-2C55847CD521080D,C,repair_sft,1,4,0.25,0
TRN-2CA8A05D43F9FAE0,C,base,2,4,0.5,
TRN-2CA8A05D43F9FAE0,C,initial_rl,0,4,0.0,0
TRN-2CA8A05D43F9FAE0,C,repair_sft,1,4,0.25,0
TRN-2CB5F70BD5024E7B,C,base,3,4,0.75,
TRN-2CB5F70BD5024E7B,C,initial_rl,2,4,0.5,0
TRN-2CB5F70BD5024E7B,C,repair_sft,3,4,0.75,0
TRN-2D36747443EF0845,C,base,1,4,0.25,
TRN-2D36747443EF0845,C,initial_rl,1,4,0.25,0
TRN-2D36747443EF0845,C,repair_sft,2,4,0.5,0
TRN-2D435ADEDE2C70F2,C,base,2,4,0.5,
TRN-2D435ADEDE2C70F2,C,initial_rl,3,4,0.75,0
TRN-2D435ADEDE2C70F2,C,repair_sft,4,4,1.0,0
TRN-2D50D9C9DD40294F,C,base,2,4,0.5,
TRN-2D50D9C9DD40294F,C,initial_rl,1,4,0.25,0
TRN-2D50D9C9DD40294F,C,repair_sft,2,4,0.5,0
TRN-2D74C11F6556B4AE,C,base,2,4,0.5,
TRN-2D74C11F6556B4AE,C,initial_rl,3,4,0.75,0
TRN-2D74C11F6556B4AE,C,repair_sft,1,4,0.25,0
TRN-2D93706ABFB1ECFC,C,base,1,4,0.25,
TRN-2D93706ABFB1ECFC,C,initial_rl,2,4,0.5,0
TRN-2D93706ABFB1ECFC,C,repair_sft,3,4,0.75,0
TRN-2DC62F578FB67AD3,C,base,2,4,0.5,
TRN-2DC62F578FB67AD3,C,initial_rl,2,4,0.5,0
TRN-2DC62F578FB67AD3,C,repair_sft,3,4,0.75,0
TRN-2E39908090393B05,C,base,1,4,0.25,
TRN-2E39908090393B05,C,initial_rl,1,4,0.25,0
TRN-2E39908090393B05,C,repair_sft,3,4,0.75,0
TRN-2E3DD4D945D3ABD4,C,base,3,4,0.75,
TRN-2E3DD4D945D3ABD4,C,initial_rl,3,4,0.75,0
TRN-2E3DD4D945D3ABD4,C,repair_sft,3,4,0.75,0
TRN-2E4A259852E07BB4,C,base,1,4,0.25,
TRN-2E4A259852E07BB4,C,initial_rl,0,4,0.0,0
TRN-2E4A259852E07BB4,C,repair_sft,1,4,0.25,0
TRN-2E62C10D14BFA947,C,base,1,4,0.25,
TRN-2E62C10D14BFA947,C,initial_rl,1,4,0.25,0
TRN-2E62C10D14BFA947,C,repair_sft,2,4,0.5,0
TRN-2E8B0930E6ACD36F,C,base,3,4,0.75,
TRN-2E8B0930E6ACD36F,C,initial_rl,3,4,0.75,0
TRN-2E8B0930E6ACD36F,C,repair_sft,4,4,1.0,0
TRN-2EDBF23AE830ADDA,C,base,3,4,0.75,
TRN-2EDBF23AE830ADDA,C,initial_rl,4,4,1.0,0
TRN-2EDBF23AE830ADDA,C,repair_sft,4,4,1.0,0
TRN-2F1CFE2B2993D936,C,base,2,4,0.5,
TRN-2F1CFE2B2993D936,C,initial_rl,2,4,0.5,0
TRN-2F1CFE2B2993D936,C,repair_sft,4,4,1.0,0
TRN-2F36AC62763E724B,C,base,1,4,0.25,
TRN-2F36AC62763E724B,C,initial_rl,1,4,0.25,0
TRN-2F36AC62763E724B,C,repair_sft,4,4,1.0,0
TRN-2FB99F168A3EFCD6,C,base,1,4,0.25,
TRN-2FB99F168A3EFCD6,C,initial_rl,0,4,0.0,0
TRN-2FB99F168A3EFCD6,C,repair_sft,0,4,0.0,0
TRN-30251699B579C1D0,C,base,0,4,0.0,
TRN-30251699B579C1D0,C,initial_rl,0,4,0.0,0
TRN-30251699B579C1D0,C,repair_sft,1,4,0.25,0
TRN-302FE3094031970C,C,base,1,4,0.25,
TRN-302FE3094031970C,C,initial_rl,0,4,0.0,0
TRN-302FE3094031970C,C,repair_sft,1,4,0.25,0
TRN-3032D7390A0D6700,C,base,2,4,0.5,
TRN-3032D7390A0D6700,C,initial_rl,3,4,0.75,0
TRN-3032D7390A0D6700,C,repair_sft,4,4,1.0,0
TRN-3080693B7626093D,C,base,2,4,0.5,
TRN-3080693B7626093D,C,initial_rl,4,4,1.0,0
TRN-3080693B7626093D,C,repair_sft,4,4,1.0,0
TRN-3081B4FACDF01576,C,base,2,4,0.5,
TRN-3081B4FACDF01576,C,initial_rl,4,4,1.0,0
TRN-3081B4FACDF01576,C,repair_sft,4,4,1.0,0
TRN-30BCCB28E7F78277,C,base,1,4,0.25,
TRN-30BCCB28E7F78277,C,initial_rl,0,4,0.0,0
TRN-30BCCB28E7F78277,C,repair_sft,2,4,0.5,0
TRN-30C3C7913036A1A8,C,base,1,4,0.25,
TRN-30C3C7913036A1A8,C,initial_rl,0,4,0.0,0
TRN-30C3C7913036A1A8,C,repair_sft,0,4,0.0,0
TRN-30D7D306F6B25E51,C,base,1,4,0.25,
TRN-30D7D306F6B25E51,C,initial_rl,2,4,0.5,0
TRN-30D7D306F6B25E51,C,repair_sft,1,4,0.25,0
TRN-30F0B2CBB0E620F9,C,base,1,4,0.25,
TRN-30F0B2CBB0E620F9,C,initial_rl,0,4,0.0,0
TRN-30F0B2CBB0E620F9,C,repair_sft,2,4,0.5,0
TRN-310D5A7819B06FFE,C,base,1,4,0.25,
TRN-310D5A7819B06FFE,C,initial_rl,3,4,0.75,0
TRN-310D5A7819B06FFE,C,repair_sft,2,4,0.5,0
TRN-3152676F820705F1,C,base,2,4,0.5,
TRN-3152676F820705F1,C,initial_rl,3,4,0.75,0
TRN-3152676F820705F1,C,repair_sft,4,4,1.0,0
TRN-317A220864523E19,C,base,1,4,0.25,
TRN-317A220864523E19,C,initial_rl,0,4,0.0,0
TRN-317A220864523E19,C,repair_sft,0,4,0.0,0
TRN-32109B9E82D45C8C,C,base,1,4,0.25,
TRN-32109B9E82D45C8C,C,initial_rl,3,4,0.75,0
TRN-32109B9E82D45C8C,C,repair_sft,0,4,0.0,0
TRN-3232DF694F94DC5C,C,base,2,4,0.5,
TRN-3232DF694F94DC5C,C,initial_rl,2,4,0.5,0
TRN-3232DF694F94DC5C,C,repair_sft,2,4,0.5,0
TRN-3233AE284686843A,C,base,1,4,0.25,
TRN-3233AE284686843A,C,initial_rl,0,4,0.0,0
TRN-3233AE284686843A,C,repair_sft,0,4,0.0,0
TRN-32D76F2B130543A8,C,base,1,4,0.25,
TRN-32D76F2B130543A8,C,initial_rl,1,4,0.25,0
TRN-32D76F2B130543A8,C,repair_sft,3,4,0.75,0
TRN-33087060E3BC9A2E,C,base,0,4,0.0,
TRN-33087060E3BC9A2E,C,initial_rl,0,4,0.0,0
TRN-33087060E3BC9A2E,C,repair_sft,0,4,0.0,0
TRN-33662E6CD9D14624,C,base,1,4,0.25,
TRN-33662E6CD9D14624,C,initial_rl,4,4,1.0,0
TRN-33662E6CD9D14624,C,repair_sft,2,4,0.5,0
TRN-338F4C7E926EFD49,C,base,2,4,0.5,
TRN-338F4C7E926EFD49,C,initial_rl,3,4,0.75,0
TRN-338F4C7E926EFD49,C,repair_sft,3,4,0.75,0
TRN-33B66E9F49555DA4,C,base,2,4,0.5,
TRN-33B66E9F49555DA4,C,initial_rl,2,4,0.5,0
TRN-33B66E9F49555DA4,C,repair_sft,1,4,0.25,0
TRN-33BF0D7CED2D275B,C,base,1,4,0.25,
TRN-33BF0D7CED2D275B,C,initial_rl,1,4,0.25,0
TRN-33BF0D7CED2D275B,C,repair_sft,3,4,0.75,0
TRN-33DEBAB4296A28A4,C,base,1,4,0.25,
TRN-33DEBAB4296A28A4,C,initial_rl,0,4,0.0,0
TRN-33DEBAB4296A28A4,C,repair_sft,0,4,0.0,0
TRN-341A476B7104C4B6,C,base,1,4,0.25,
TRN-341A476B7104C4B6,C,initial_rl,0,4,0.0,0
TRN-341A476B7104C4B6,C,repair_sft,0,4,0.0,0
TRN-342385B3245E1394,C,base,2,4,0.5,
TRN-342385B3245E1394,C,initial_rl,1,4,0.25,0
TRN-342385B3245E1394,C,repair_sft,2,4,0.5,0
TRN-346E57E08997C9B7,C,base,1,4,0.25,
TRN-346E57E08997C9B7,C,initial_rl,1,4,0.25,0
TRN-346E57E08997C9B7,C,repair_sft,1,4,0.25,2
TRN-349B78041165F5A9,C,base,2,4,0.5,
TRN-349B78041165F5A9,C,initial_rl,1,4,0.25,0
TRN-349B78041165F5A9,C,repair_sft,3,4,0.75,0
TRN-34BC1499DBB97567,C,base,1,4,0.25,
TRN-34BC1499DBB97567,C,initial_rl,3,4,0.75,0
TRN-34BC1499DBB97567,C,repair_sft,3,4,0.75,0
TRN-34BD9143B1B08033,C,base,2,4,0.5,
TRN-34BD9143B1B08033,C,initial_rl,4,4,1.0,0
TRN-34BD9143B1B08033,C,repair_sft,4,4,1.0,0
TRN-34FF4ECD6D09D45C,C,base,2,4,0.5,
TRN-34FF4ECD6D09D45C,C,initial_rl,4,4,1.0,0
TRN-34FF4ECD6D09D45C,C,repair_sft,4,4,1.0,0
TRN-350828417A66BADA,C,base,1,4,0.25,
TRN-350828417A66BADA,C,initial_rl,1,4,0.25,0
TRN-350828417A66BADA,C,repair_sft,0,4,0.0,0
TRN-35998C8B627C10B1,C,base,0,4,0.0,
TRN-35998C8B627C10B1,C,initial_rl,0,4,0.0,0
TRN-35998C8B627C10B1,C,repair_sft,0,4,0.0,0
TRN-35EB58372181B02B,C,base,1,4,0.25,
TRN-35EB58372181B02B,C,initial_rl,2,4,0.5,0
TRN-35EB58372181B02B,C,repair_sft,1,4,0.25,0
TRN-36170068D0203AF1,C,base,1,4,0.25,
TRN-36170068D0203AF1,C,initial_rl,0,4,0.0,0
TRN-36170068D0203AF1,C,repair_sft,0,4,0.0,0
TRN-3674CE4E04FA705D,C,base,1,4,0.25,
TRN-3674CE4E04FA705D,C,initial_rl,0,4,0.0,0
TRN-3674CE4E04FA705D,C,repair_sft,1,4,0.25,0
TRN-368412DFE9BD0B4A,C,base,3,4,0.75,
TRN-368412DFE9BD0B4A,C,initial_rl,1,4,0.25,0
TRN-368412DFE9BD0B4A,C,repair_sft,2,4,0.5,0
TRN-36BA6FE662F44DEF,C,base,0,4,0.0,
TRN-36BA6FE662F44DEF,C,initial_rl,0,4,0.0,0
TRN-36BA6FE662F44DEF,C,repair_sft,0,4,0.0,0
TRN-36FFFAA3D9FDFC7D,C,base,1,4,0.25,
TRN-36FFFAA3D9FDFC7D,C,initial_rl,2,4,0.5,0
TRN-36FFFAA3D9FDFC7D,C,repair_sft,2,4,0.5,0
TRN-370510E7B12A577C,C,base,3,4,0.75,
TRN-370510E7B12A577C,C,initial_rl,4,4,1.0,0
TRN-370510E7B12A577C,C,repair_sft,4,4,1.0,0
TRN-373B762ED3BA8AD1,C,base,2,4,0.5,
TRN-373B762ED3BA8AD1,C,initial_rl,1,4,0.25,0
TRN-373B762ED3BA8AD1,C,repair_sft,1,4,0.25,0
TRN-3747C53E3FAC9BF4,C,base,2,4,0.5,
TRN-3747C53E3FAC9BF4,C,initial_rl,0,4,0.0,0
TRN-3747C53E3FAC9BF4,C,repair_sft,4,4,1.0,0
TRN-3754D1F1E1BF32EA,C,base,3,4,0.75,
TRN-3754D1F1E1BF32EA,C,initial_rl,4,4,1.0,0
TRN-3754D1F1E1BF32EA,C,repair_sft,4,4,1.0,0
TRN-3771B5228E454EAC,C,base,1,4,0.25,
TRN-3771B5228E454EAC,C,initial_rl,2,4,0.5,0
TRN-3771B5228E454EAC,C,repair_sft,4,4,1.0,0
TRN-3797FA8BA25276B0,C,base,2,4,0.5,
TRN-3797FA8BA25276B0,C,initial_rl,0,4,0.0,0
TRN-3797FA8BA25276B0,C,repair_sft,1,4,0.25,0
TRN-379F936547F0046F,C,base,1,4,0.25,
TRN-379F936547F0046F,C,initial_rl,1,4,0.25,0
TRN-379F936547F0046F,C,repair_sft,2,4,0.5,0
TRN-37A6E0BACEC22531,C,base,1,4,0.25,
TRN-37A6E0BACEC22531,C,initial_rl,3,4,0.75,0
TRN-37A6E0BACEC22531,C,repair_sft,0,4,0.0,0
TRN-37DC360E3B9A5990,C,base,1,4,0.25,
TRN-37DC360E3B9A5990,C,initial_rl,1,4,0.25,0
TRN-37DC360E3B9A5990,C,repair_sft,2,4,0.5,0
TRN-3809824FBCFF5B90,C,base,1,4,0.25,
TRN-3809824FBCFF5B90,C,initial_rl,1,4,0.25,0
TRN-3809824FBCFF5B90,C,repair_sft,2,4,0.5,0
TRN-3831829205A7E1AB,C,base,3,4,0.75,
TRN-3831829205A7E1AB,C,initial_rl,4,4,1.0,0
TRN-3831829205A7E1AB,C,repair_sft,3,4,0.75,0
TRN-384FD4F6CF526341,C,base,0,4,0.0,
TRN-384FD4F6CF526341,C,initial_rl,0,4,0.0,0
TRN-384FD4F6CF526341,C,repair_sft,0,4,0.0,0
TRN-385D6555F0A58987,C,base,2,4,0.5,
TRN-385D6555F0A58987,C,initial_rl,4,4,1.0,0
TRN-385D6555F0A58987,C,repair_sft,1,4,0.25,0
TRN-38816213364B0EAA,C,base,2,4,0.5,
TRN-38816213364B0EAA,C,initial_rl,0,4,0.0,0
TRN-38816213364B0EAA,C,repair_sft,1,4,0.25,0
TRN-389DBB76D5D20112,C,base,1,4,0.25,
TRN-389DBB76D5D20112,C,initial_rl,1,4,0.25,0
TRN-389DBB76D5D20112,C,repair_sft,3,4,0.75,0
TRN-38B7A8ED83D2743F,C,base,1,4,0.25,
TRN-38B7A8ED83D2743F,C,initial_rl,2,4,0.5,0
TRN-38B7A8ED83D2743F,C,repair_sft,2,4,0.5,0
TRN-393D9E09D093D2DD,C,base,1,4,0.25,
TRN-393D9E09D093D2DD,C,initial_rl,0,4,0.0,0
TRN-393D9E09D093D2DD,C,repair_sft,1,4,0.25,0
TRN-395FF07F745C5C44,C,base,1,4,0.25,
TRN-395FF07F745C5C44,C,initial_rl,1,4,0.25,0
TRN-395FF07F745C5C44,C,repair_sft,1,4,0.25,0
TRN-3969BA7C0C3110C4,C,base,1,4,0.25,
TRN-3969BA7C0C3110C4,C,initial_rl,0,4,0.0,0
TRN-3969BA7C0C3110C4,C,repair_sft,0,4,0.0,0
TRN-3975EDCD503E1237,C,base,1,4,0.25,
TRN-3975EDCD503E1237,C,initial_rl,2,4,0.5,0
TRN-3975EDCD503E1237,C,repair_sft,1,4,0.25,0
TRN-39924DE32C4372F8,C,base,3,4,0.75,
TRN-39924DE32C4372F8,C,initial_rl,4,4,1.0,0
TRN-39924DE32C4372F8,C,repair_sft,4,4,1.0,0
TRN-39C85774148D8C52,C,base,1,4,0.25,
TRN-39C85774148D8C52,C,initial_rl,0,4,0.0,0
TRN-39C85774148D8C52,C,repair_sft,0,4,0.0,0
TRN-39DF5CB03E9E5B00,C,base,2,4,0.5,
TRN-39DF5CB03E9E5B00,C,initial_rl,4,4,1.0,0
TRN-39DF5CB03E9E5B00,C,repair_sft,3,4,0.75,0
